Property Names,Brand,State,Location,Property type,Pet-friendly,Factsheets,Status,Factsheet SPOC,Updated,OTA Listing Content,Unnamed: 11,Website content Website Amenities,Status.1,Brochure Content,Status.2,Website live Status,Brochure Design (Branded) link,Brochure Design (Branded) Bitly Link,Status.3,Remarks,Brochure_Branded | Verification,"Brochure Design 
(Non-Branded) Link",Brochure Design (Non-Branded) Bitly Link,Status.4,"Home Guide
(Content)","Home Guide
(Design)",Remarks.1,Brochure_Non Branded | Verification,Set Menu (Branded),Set Menu,"Walk-Through Videos 
(Branded) links",Non-branded Walkthrough links,"Walk-Through Videos 
(Non-Branded) links",Non-Branded photo drive links,Unnamed: 35,Raw Photoshoot,Photo Drive Link,3D Tour,Reels,ID,Price,Email
Vista Haven at Vagator Unit 329,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Vista Haven at Vagator Unit 329 Factsheet.docx,Yes,,,"TROPICAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,VISTA HAVEN AT VAGATOR UNIT 329 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Vista Haven at Vagator Unit 329 - HOME GUIDE.pdf,Vista Haven at Vagator Unit 329 - HOME GUIDE.pdf,Good To Go,,Vista Haven at Vagator Unit 329 - Set Menu.pdf,Vista Haven at Vagator Unit 329 - Set Menu.pdf,Opalys.mp4,Cloud7 Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/3I0Yady,Cloud 7  Coral,,Celest - 4 BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",26.0,17500.0,contact26@elivaas.com
Pearl Retreat at Assagao Unit 650,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Pearl Retreat at Assagao Unit 650 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,PEARL RETREAT AT ASSAGAO UNIT 650 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1PY4E0112_4-BHK_Detailed brochure.pdf,https://bit.ly/48gl0cp,Done,Pearl Retreat at Assagao Unit 650 - HOME GUIDE.pdf,Pearl Retreat at Assagao Unit 650 - HOME GUIDE.pdf,Good To Go,,Pearl Retreat at Assagao Unit 650 - Set Menu.pdf,Pearl Retreat at Assagao Unit 650 - Set Menu.pdf,Opalys.mp4,Cloud7 Walkthrough.mp4,G1BR5E0011.mp4,https://bit.ly/49e4f2u,Panache,,Pinksky,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",27.0,19500.0,contact27@elivaas.com
Serene ResidencyArpora Unit 741,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Serene ResidencyArpora Unit 741 Factsheet.docx,Yes,,,LUMIN LISTING CONTENT,Done,BLUDOOR WEBSITE SPACES SECTION,Done,SERENE RESIDENCYARPORA UNIT 741 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Serene ResidencyArpora Unit 741 - HOME GUIDE.pdf,Serene ResidencyArpora Unit 741 - HOME GUIDE.pdf,Good To Go,,Serene ResidencyArpora Unit 741 - Set Menu.pdf,Serene ResidencyArpora Unit 741 - Set Menu.pdf,Opalys.mp4,Celeste Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SXluPD,BluDoor,,"Risaia, nerul",https://bit.ly/45P20zV,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",28.0,12000.0,contact28@elivaas.com
Amber HeightsVagator Unit 656,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Amber HeightsVagator Unit 656 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,AMBER HEIGHTSVAGATOR UNIT 656 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Amber HeightsVagator Unit 656 - HOME GUIDE.pdf,Amber HeightsVagator Unit 656 - HOME GUIDE.pdf,Good To Go,,Amber HeightsVagator Unit 656 - Set Menu.pdf,Amber HeightsVagator Unit 656 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1OS4E0017.mp4,https://bit.ly/3uwmAbQ,Opalys,,Indah_4bhk_Moira,https://bit.ly/3RxZ6MF,https://www.instagram.com/p/DCy8HHXopBX/,29.0,24500.0,contact29@elivaas.com
Emerald Court in Assagao Unit 604,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Emerald Court in Assagao Unit 604 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,EMERALD COURT IN ASSAGAO UNIT 604 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/4afsCh9,Done,Emerald Court in Assagao Unit 604 - HOME GUIDE.pdf,Emerald Court in Assagao Unit 604 - HOME GUIDE.pdf,Good To Go,,Emerald Court in Assagao Unit 604 - Set Menu.pdf,Emerald Court in Assagao Unit 604 - Set Menu.pdf,Risaia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/3wbSM4N,Cloud 7  Coral,,Opalys - 4 BHK Arpora,https://bit.ly/3PXwhbn,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",30.0,16500.0,contact30@elivaas.com
Juniper Court at Nerul Unit 477,ELIVAAS,Goa,Moira,4-BHK Villa,No,Juniper Court at Nerul Unit 477 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,JUNIPER COURT AT NERUL UNIT 477 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/3GGCfI0,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/48ekI5J,Done,Juniper Court at Nerul Unit 477 - HOME GUIDE.pdf,Juniper Court at Nerul Unit 477 - HOME GUIDE.pdf,Good To Go,,Juniper Court at Nerul Unit 477 - Set Menu.pdf,Juniper Court at Nerul Unit 477 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/3UEVMkn,Risaia,,Indah_4bhk_Moira,https://bit.ly/3RINKpj,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",31.0,14000.0,contact31@elivaas.com
Whispering Towers at Nerul Unit 885,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Whispering Towers at Nerul Unit 885 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,WHISPERING TOWERS AT NERUL UNIT 885 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3VzGRYY,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/3VyJrhP,Done,Whispering Towers at Nerul Unit 885 - HOME GUIDE.pdf,Whispering Towers at Nerul Unit 885 - HOME GUIDE.pdf,Good To Go,,Whispering Towers at Nerul Unit 885 - Set Menu.pdf,Whispering Towers at Nerul Unit 885 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/457ZLJB,Cloud 7  Cove,,Villa 4,https://bit.ly/45fm0xi,https://www.instagram.com/p/C9uCCLUPWgr/,32.0,14500.0,contact32@elivaas.com
Scarlet Villas at Moira Unit 1084,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Scarlet Villas at Moira Unit 1084 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET VILLAS AT MOIRA UNIT 1084 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/3REl7sF,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3BPwjx4,Done,Scarlet Villas at Moira Unit 1084 - HOME GUIDE.pdf,Scarlet Villas at Moira Unit 1084 - HOME GUIDE.pdf,Good To Go,,Scarlet Villas at Moira Unit 1084 - Set Menu.pdf,Scarlet Villas at Moira Unit 1084 - Set Menu.pdf,Opalys.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SDeyG7,Cloud 7  Coral,,Dahlia Arpora - 4BHK,https://bit.ly/3AhJnek,https://www.instagram.com/p/C-iXFaEC2jw/,33.0,20500.0,contact33@elivaas.com
Maple Residency in Moira Unit 597,ELIVAAS,Goa,Arpora,4-BHK Villa,Pet-friendly,Maple Residency in Moira Unit 597 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,MAPLE RESIDENCY IN MOIRA UNIT 597 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/4cZv37P,Done,Good To Go,,G1OS4E0017_Detailed Brochure .pdf,https://bit.ly/3Mo0wp9,Done,Maple Residency in Moira Unit 597 - HOME GUIDE.pdf,Maple Residency in Moira Unit 597 - HOME GUIDE.pdf,Good To Go,,Maple Residency in Moira Unit 597 - Set Menu.pdf,Maple Residency in Moira Unit 597 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Risaia Walkthrough.mp4,G1PE3E0018.mp4,https://bit.ly/4dDGjYA,Bauhinia,,Villa 7,https://bit.ly/3UtTSlD,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,34.0,17500.0,contact34@elivaas.com
Cedar Villas at Moira Unit 523,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Cedar Villas at Moira Unit 523 Factsheet.docx,Yes,,,BAUHINIA LISTING.docx,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CEDAR VILLAS AT MOIRA UNIT 523 BROCHURE.docx,Done,Done,ELIVAAS_Bauhinia_Detailed Brochure.pdf,https://bit.ly/3Tg6Bsu,Done,Good To Go,,G1DA4E0013_Detailed Brochure.pdf,https://bit.ly/3teiX9Y,Done,Cedar Villas at Moira Unit 523 - HOME GUIDE.pdf,Cedar Villas at Moira Unit 523 - HOME GUIDE.pdf,Good To Go,,Cedar Villas at Moira Unit 523 - Set Menu.pdf,Cedar Villas at Moira Unit 523 - Set Menu.pdf,Bludoor Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BR5E0011.mp4,https://bit.ly/4cXXLpE,Cloud 7  Tropical,,Panache - 3BHK Arpora,https://bit.ly/3Q58OVP,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",35.0,11500.0,contact35@elivaas.com
Ivory HavenAssagao Unit 747,ELIVAAS,Goa,Arpora,3-BHK Villa,No,Ivory HavenAssagao Unit 747 Factsheet.docx,Yes,,,CELEST Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,IVORY HAVENASSAGAO UNIT 747 BROCHURE.docx,Done,Done,Elivaas_Indah_Detailed Brochure.pdf,https://bit.ly/3LP3LWw,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3RIMWjS,Done,Ivory HavenAssagao Unit 747 - HOME GUIDE.pdf,Ivory HavenAssagao Unit 747 - HOME GUIDE.pdf,Good To Go,,Ivory HavenAssagao Unit 747 - Set Menu.pdf,Ivory HavenAssagao Unit 747 - Set Menu.pdf,Risaia Walkthrough.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49cYrpY,Cloud 7  Palms,,Pinksky,https://bit.ly/3LV8hD8,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",36.0,10000.0,contact36@elivaas.com
Willow Haven in Vagator Unit 833,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Willow Haven in Vagator Unit 833 Factsheet.docx,Yes,,,PANACHE Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,WILLOW HAVEN IN VAGATOR UNIT 833 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/3ti0FVm,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3InBiFg,Done,Willow Haven in Vagator Unit 833 - HOME GUIDE.pdf,Willow Haven in Vagator Unit 833 - HOME GUIDE.pdf,Good To Go,,Willow Haven in Vagator Unit 833 - Set Menu.pdf,Willow Haven in Vagator Unit 833 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Celeste Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4bzVcKM,Celest,,Villa 3,https://bit.ly/469uGol,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",37.0,12500.0,contact37@elivaas.com
Serene Court at Moira Unit 386,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Serene Court at Moira Unit 386 Factsheet.docx,Yes,,,CELEST Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,SERENE COURT AT MOIRA UNIT 386 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/3ThQkmS,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3TjceGl,Done,Serene Court at Moira Unit 386 - HOME GUIDE.pdf,Serene Court at Moira Unit 386 - HOME GUIDE.pdf,Good To Go,,Serene Court at Moira Unit 386 - Set Menu.pdf,Serene Court at Moira Unit 386 - Set Menu.pdf,Celest Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49bkGg0,BluDoor,,Villa 2,https://bit.ly/48un1CG,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",38.0,10500.0,contact38@elivaas.com
Pearl MeadowsMoira Unit 381,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Pearl MeadowsMoira Unit 381 Factsheet.docx,Yes,,,BAUHINIA LISTING.docx,Done,BLUDOOR WEBSITE SPACES SECTION,Done,PEARL MEADOWSMOIRA UNIT 381 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Pearl MeadowsMoira Unit 381 - HOME GUIDE.pdf,Pearl MeadowsMoira Unit 381 - HOME GUIDE.pdf,Good To Go,,Pearl MeadowsMoira Unit 381 - Set Menu.pdf,Pearl MeadowsMoira Unit 381 - Set Menu.pdf,Risaia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1OS4E0017.mp4,https://bit.ly/3OHjKYm,Risaia,,Indah_4bhk_Moira,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",39.0,13500.0,contact39@elivaas.com
Pearl Retreat at Nerul Unit 149,ELIVAAS,Goa,Vagator,3-BHK Villa,No,Pearl Retreat at Nerul Unit 149 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,PEARL RETREAT AT NERUL UNIT 149 BROCHURE.docx,Done,Done,Elivaas_OPALYS_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Pearl Retreat at Nerul Unit 149 - HOME GUIDE.pdf,Pearl Retreat at Nerul Unit 149 - HOME GUIDE.pdf,Good To Go,,Pearl Retreat at Nerul Unit 149 - Set Menu.pdf,Pearl Retreat at Nerul Unit 149 - Set Menu.pdf,Dahlia Walkthrough.mp4,Bludoor Walkthrough.mp4,G1LN4E0067.mp4,https://bit.ly/3SwlswI,Cloud 7  Tropical,,Villa 3,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",40.0,12000.0,contact40@elivaas.com
Sapphire GroveVagator Unit 202,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Sapphire GroveVagator Unit 202 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SAPPHIRE GROVEVAGATOR UNIT 202 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1DA4E0013_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Sapphire GroveVagator Unit 202 - HOME GUIDE.pdf,Sapphire GroveVagator Unit 202 - HOME GUIDE.pdf,Good To Go,,Sapphire GroveVagator Unit 202 - Set Menu.pdf,Sapphire GroveVagator Unit 202 - Set Menu.pdf,Celest Walkthrough.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SHbjNQ,Cloud 7  Tropical,,Villa 5,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",41.0,10000.0,contact41@elivaas.com
Amber MeadowsAssagao Unit 360,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Amber MeadowsAssagao Unit 360 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,AMBER MEADOWSASSAGAO UNIT 360 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Amber MeadowsAssagao Unit 360 - HOME GUIDE.pdf,Amber MeadowsAssagao Unit 360 - HOME GUIDE.pdf,Good To Go,,Amber MeadowsAssagao Unit 360 - Set Menu.pdf,Amber MeadowsAssagao Unit 360 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/3uEuOP6,Risaia,,Tabra A2,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",42.0,21500.0,contact42@elivaas.com
Scarlet Heights in Nerul Unit 699,ELIVAAS,Goa,Vagator,5-BHK Villa,No,Scarlet Heights in Nerul Unit 699 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET HEIGHTS IN NERUL UNIT 699 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Scarlet Heights in Nerul Unit 699 - HOME GUIDE.pdf,Scarlet Heights in Nerul Unit 699 - HOME GUIDE.pdf,Good To Go,,Scarlet Heights in Nerul Unit 699 - Set Menu.pdf,Scarlet Heights in Nerul Unit 699 - Set Menu.pdf,Panache Walkthrough.mp4,Bauhinia Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/3I0Yady,Dahlia,,Bauhinia 5BHK Assagao,https://bit.ly/45P20zV,https://www.instagram.com/p/DCy8HHXopBX/,43.0,17000.0,contact43@elivaas.com
Coral ResidencyAssagao Unit 554,ELIVAAS,Goa,Arpora,5-BHK Villa,No,Coral ResidencyAssagao Unit 554 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,CORAL RESIDENCYASSAGAO UNIT 554 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Coral ResidencyAssagao Unit 554 - HOME GUIDE.pdf,Coral ResidencyAssagao Unit 554 - HOME GUIDE.pdf,Good To Go,,Coral ResidencyAssagao Unit 554 - Set Menu.pdf,Coral ResidencyAssagao Unit 554 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/49e4f2u,Celest,,Indah_4bhk_Moira,https://bit.ly/45P20zV,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",44.0,14500.0,contact44@elivaas.com
Scarlet ResidencyAssagao Unit 158,ELIVAAS,Goa,Assagao,4-BHK Villa,Pet-friendly,Scarlet ResidencyAssagao Unit 158 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET RESIDENCYASSAGAO UNIT 158 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Scarlet ResidencyAssagao Unit 158 - HOME GUIDE.pdf,Scarlet ResidencyAssagao Unit 158 - HOME GUIDE.pdf,Good To Go,,Scarlet ResidencyAssagao Unit 158 - Set Menu.pdf,Scarlet ResidencyAssagao Unit 158 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SXluPD,Cloud 7  Cove,,Panache - 3BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",45.0,12000.0,contact45@elivaas.com
Coral Grove at Moira Unit 704,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Coral Grove at Moira Unit 704 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CORAL GROVE AT MOIRA UNIT 704 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Coral Grove at Moira Unit 704 - HOME GUIDE.pdf,Coral Grove at Moira Unit 704 - HOME GUIDE.pdf,Good To Go,,Coral Grove at Moira Unit 704 - Set Menu.pdf,Coral Grove at Moira Unit 704 - Set Menu.pdf,Celest Walkthrough.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3uwmAbQ,Celest,,Celest - 4 BHK Arpora,https://bit.ly/3RxZ6MF,https://www.instagram.com/p/C9uCCLUPWgr/,46.0,20000.0,contact46@elivaas.com
Scarlet Villas in Moira Unit 115,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Scarlet Villas in Moira Unit 115 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,SCARLET VILLAS IN MOIRA UNIT 115 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1OS4E0017_Detailed Brochure .pdf,https://bit.ly/4afsCh9,Done,Scarlet Villas in Moira Unit 115 - HOME GUIDE.pdf,Scarlet Villas in Moira Unit 115 - HOME GUIDE.pdf,Good To Go,,Scarlet Villas in Moira Unit 115 - Set Menu.pdf,Scarlet Villas in Moira Unit 115 - Set Menu.pdf,Risaia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1OS4E0017.mp4,https://bit.ly/3wbSM4N,Cloud 7  Shells,,Pinksky,https://bit.ly/3PXwhbn,https://www.instagram.com/p/C-iXFaEC2jw/,47.0,22500.0,contact47@elivaas.com
